qid,question,answer,qid.1,question.1,answer.1,concepts,numbers,units,relations,cn_result
2,"mr. rahim's youngest daughter tania is 20 years old, height 1.5 meter and weigh 60 kg. on the other hand, his eldest son rashed is 25 years old, height 1.62 meter and weight 65 kg. he is light working and plays 2-3 days a week.
what is the bmr of tania?",1595.0 calorie,2,"mr. rahim's youngest daughter tania is 20 years old, height 1.5 meter and weigh 60 kg. on the other hand, his eldest son rashed is 25 years old, height 1.62 meter and weight 65 kg. he is light working and plays 2-3 days a week.
what is the bmr of tania?",1595.0 calorie,"['old', 'rahim', 'tania', 'kg', 'hand', 'day', '.', 'daughter', 'young', 'work', 'play', 'week', 'eld', 'weight', 'calorie', 'meter', 'light', 'weigh', 'mr', 'rashe', 'bmr', 'year', 'son', 'height']","['60 kg', '1.62', '1595.0', '1.5 meter', '25', '65', '60', '1.62 meter', '3', '65 kg', '2', '1.5', '20']",['m'],[],"{'display': [{'head': 'daughter', 'relation': 'relatedto', 'tail': 'girl', 'score': -2.7498106434954925}, {'head': 'daughter', 'relation': 'relatedto', 'tail': 'son', 'score': -2.8472955860282623}, {'head': 'daughter', 'relation': 'relatedto', 'tail': 'female', 'score': -3.031141356669813}], 'graph_edges': [(991321, -2.7498106434954925, None), (991383, -2.8472955860282623, None), (991304, -3.031141356669813, None), (991277, -3.0450176755589005, None), (2325395, -3.8527349428812414, None), (2163926, -3.9260322103067877, None), (2163927, -3.953961685019031, None), (2163851, -4.359124800072687, None), (2163847, -4.367713016644162, None), (2163834, -4.36774465474596, None), (885851, -4.42146635055542, None), (2163849, -4.443720547167856, None), (2163797, -4.506973113426929, None), (2341246, -4.651724041027088, None), (2163798, -4.66838928306047, None), (663902, -4.685240751862654, None), (2164073, -4.690494504663327, None), (2442201, -4.71457027663315, None), (2442202, -4.71534938499054, None), (2251079, -4.715649528109077, None), (2442175, -4.808326989825308, None), (1801777, -4.80944087867298, None), (2164160, -4.8167047341341656, None), (2150061, -4.844906426819771, None), (2120424, -4.86749588953907, None), (1855440, -4.871901766476759, None), (2164008, -4.8827581550949795, None), (2163940, -4.882762815996253, None), (786405, -4.886449181861379, None), (2163997, -4.893461874319229, None), (1172917, -4.896895402496172, None), (2164007, -4.909072416821182, None), (1186300, -4.91976965187483, None), (2164079, -4.937034575109677, None), (1018590, -4.941469124360256, None), (395862, -4.963447668427954, None), (869434, -4.971770304296096, None), (2001254, -5.029187604903269, None), (1172906, -5.03186593826996, None), (2163894, -5.05793434680765, None)]}"
2,"mr. rahim's youngest daughter tania is 20 years old, height 1.5 meter and weigh 60 kg. on the other hand, his eldest son rashed is 25 years old, height 1.62 meter and weight 65 kg. he is light working and plays 2-3 days a week.
what is the bmr of tania?",1407.0 calorie,2,"mr. rahim's youngest daughter tania is 20 years old, height 1.5 meter and weigh 60 kg. on the other hand, his eldest son rashed is 25 years old, height 1.62 meter and weight 65 kg. he is light working and plays 2-3 days a week.
what is the bmr of tania?",1407.0 calorie,"['old', 'rahim', 'tania', 'kg', 'hand', 'day', '.', 'daughter', 'young', 'work', 'play', 'week', 'eld', 'weight', 'calorie', 'meter', 'light', 'weigh', 'mr', 'rashe', 'bmr', 'year', 'son', 'height']","['60 kg', '1.62', '1.5 meter', '25', '65', '60', '1.62 meter', '3', '65 kg', '1407.0', '2', '1.5', '20']",['m'],[],"{'display': [{'head': 'daughter', 'relation': 'relatedto', 'tail': 'girl', 'score': -2.6378538469402284}, {'head': 'daughter', 'relation': 'relatedto', 'tail': 'son', 'score': -2.757780294207322}, {'head': 'daughter', 'relation': 'relatedto', 'tail': 'female', 'score': -2.9414745982689756}], 'graph_edges': [(991321, -2.6378538469402284, None), (991383, -2.757780294207322, None), (991304, -2.9414745982689756, None), (991277, -2.95606840797568, None), (2325395, -3.718800804685491, None), (2163926, -3.8039685516180315, None), (2163927, -3.822470063892242, None), (2163851, -4.167771426270463, None), (2163834, -4.177768165897753, None), (2163849, -4.240614246373656, None), (2163797, -4.338082457490371, None), (885851, -4.363133628143778, None), (2163798, -4.480889508638369, None), (2164073, -4.533287016532543, None), (2251079, -4.559164899161236, None), (2442202, -4.589467819388574, None), (663902, -4.604549112720297, None), (2442175, -4.6330931399697945, None), (2442201, -4.633524564465313, None), (1801777, -4.664553246516616, None), (1855440, -4.667642583626467, None), (2164160, -4.684263971564103, None), (2164007, -4.704133226625474, None), (786405, -4.738387067610722, None), (2150061, -4.751319946796915, None), (1172917, -4.7641309037811945, None), (2120424, -4.7736371518621326, None), (1296412, -4.778929493969803, None), (2163940, -4.783211207206091, None), (1186300, -4.797859448776471, None), (395862, -4.8093292936862175, None), (869434, -4.825957540509217, None), (2164079, -4.851812114309448, None), (2001254, -4.859722472427733, None), (1018590, -4.898025161965039, None), (2163894, -4.911194150670758, None), (1172906, -4.9152632802202, None), (2442186, -4.918050850164551, None), (785860, -4.922361229938593, None), (2163893, -4.930869993888658, None)]}"
3,"rashed's-
i. bmr 1596.5 calorie
ii. bmi 24.77
iii. needs 3033.35 calories daily
which one is correcty?",i and ii,3,"rashed's-
i. bmr 1596.5 calorie
ii. bmi 24.77
iii. needs 3033.35 calories daily
which one is correcty?",i and ii,"['ii', 'correcty', ""rashed's-"", 'iii', 'need', 'bmi', '.', 'i.', 'bmr', 'calorie']","['one', '3033.35', '1596.5', '24.77']",['m'],[],"{'display': [{'head': 'bmr', 'relation': 'relatedto', 'tail': 'basal_metabolic_rate', 'score': -7.390221650829158}, {'head': 'bmr', 'relation': 'relatedto', 'tail': 'basal_metabolic_rate', 'score': -7.541382935850505}, {'head': 'ii', 'relation': 'relatedto', 'tail': 'iii', 'score': -7.799240745716511}], 'graph_edges': [(798236, -7.390221650829158, None), (2258091, -7.541382935850505, None), (1313173, -7.799240745716511, None), (1993313, -7.898550986749238, None), (1313180, -7.90240731873573, None), (1313182, -7.9768624433092725, None), (1313172, -8.078094089797654, None), (1308331, -8.17260776298099, None), (1313171, -8.219154116131504, None), (1548841, -8.244622091235193, None), (1313179, -8.271690926187828, None), (1355334, -8.27951181670991, None), (1355333, -8.352226021051061, None), (1548880, -8.387660386420317, None), (1549164, -8.397228924845626, None), (1313178, -8.399010923505578, None), (1313174, -8.417550535751577, None), (1548866, -8.424956270406819, None), (1548825, -8.453607559204102, None), (2331665, -8.454096420603284, None), (1313181, -8.477705439487373, None), (1548824, -8.47797571362852, None), (1548827, -8.560097451456413, None), (2331659, -8.566602932666887, None), (2258089, -8.57282992331672, None), (2258315, -8.580601404671544, None), (1009327, -8.604291245269131, None), (2113133, -8.613757162941972, None), (1548867, -8.641440061715603, None), (803742, -8.710183192165465, None), (1547690, -8.722727407213164, None), (1548808, -8.731551117930353, None), (1548767, -8.755478710936039, None), (1005335, -8.80566658036859, None), (1548817, -8.806893430734943, None), (2039453, -8.84797511662124, None), (1794353, -8.867792629704153, None), (2280207, -8.897881862747541, None), (1005373, -8.898038302763286, None), (506137, -8.899527165060745, None)]}"
3,"rashed's-
i. bmr 1596.5 calorie
ii. bmi 24.77
iii. needs 3033.35 calories daily
which one is correcty?",i and iii,3,"rashed's-
i. bmr 1596.5 calorie
ii. bmi 24.77
iii. needs 3033.35 calories daily
which one is correcty?",i and iii,"['ii', 'correcty', ""rashed's-"", 'iii', 'need', 'bmi', '.', 'i.', 'bmr', 'calorie']","['one', '3033.35', '1596.5', '24.77']",['m'],[],"{'display': [{'head': 'bmr', 'relation': 'relatedto', 'tail': 'basal_metabolic_rate', 'score': -7.369908114130879}, {'head': 'bmr', 'relation': 'relatedto', 'tail': 'basal_metabolic_rate', 'score': -7.520324451843822}, {'head': 'superobese', 'relation': 'relatedto', 'tail': 'bmi', 'score': -7.819491757985971}], 'graph_edges': [(798236, -7.369908114130879, None), (2258091, -7.520324451843822, None), (1993313, -7.819491757985971, None), (1313173, -7.97410439167523, None), (1313182, -8.000547632835918, None), (1313180, -8.004151511676257, None), (1313172, -8.060863740596947, None), (1308331, -8.114400782467493, None), (1313171, -8.195565116882934, None), (1548841, -8.222182472123185, None), (1355333, -8.299696494583237, None), (1548880, -8.38487239431489, None), (1308332, -8.403304584855956, None), (1549164, -8.415922462254526, None), (1313174, -8.41779492798288, None), (1548824, -8.468278218884079, None), (1355334, -8.474632401882884, None), (1313179, -8.479435743608972, None), (2258315, -8.528872608306969, None), (2258089, -8.52944076666083, None), (1548827, -8.545247618428274, None), (2331659, -8.581818722648332, None), (1009327, -8.60365119180138, None), (2113133, -8.604970595228693, None), (1313178, -8.61979254654755, None), (1548867, -8.645810316724905, None), (1313181, -8.68307020632145, None), (803742, -8.68608279330969, None), (1548767, -8.72738586398352, None), (1547690, -8.731461722798233, None), (1548808, -8.740341165880887, None), (2331665, -8.754126686544382, None), (1005335, -8.782727876506911, None), (1548817, -8.787904345847002, None), (2039453, -8.823604071800926, None), (193579, -8.843972206115723, None), (1794353, -8.851202512057673, None), (1005373, -8.876885236536443, None), (2280207, -8.900662435297827, None), (506137, -8.925026928297005, None)]}"
3,"rashed's-
i. bmr 1596.5 calorie
ii. bmi 24.77
iii. needs 3033.35 calories daily
which one is correcty?",ii and iii,3,"rashed's-
i. bmr 1596.5 calorie
ii. bmi 24.77
iii. needs 3033.35 calories daily
which one is correcty?",ii and iii,"['ii', 'correcty', ""rashed's-"", 'iii', 'need', 'bmi', '.', 'i.', 'bmr', 'calorie']","['one', '3033.35', '1596.5', '24.77']",['m'],[],"{'display': [{'head': 'bmr', 'relation': 'relatedto', 'tail': 'basal_metabolic_rate', 'score': -7.068275885867936}, {'head': 'bmr', 'relation': 'relatedto', 'tail': 'basal_metabolic_rate', 'score': -7.2119830952469215}, {'head': 'superobese', 'relation': 'relatedto', 'tail': 'bmi', 'score': -7.472812047005013}], 'graph_edges': [(798236, -7.068275885867936, None), (2258091, -7.2119830952469215, None), (1993313, -7.472812047005013, None), (1313173, -7.490712537729694, None), (1313182, -7.598845593278825, None), (1313172, -7.615122811481395, None), (1313180, -7.629731386369211, None), (1308331, -7.7599067546017855, None), (1313171, -7.784201413171494, None), (1548841, -7.819689725644839, None), (1355333, -7.8897013404197365, None), (1313174, -7.92498812609288, None), (1355334, -7.968297619218843, None), (1313179, -8.005986625174724, None), (1549164, -8.04965251661182, None), (1548866, -8.061994020344153, None), (1548824, -8.11404870497797, None), (2331659, -8.12654718290661, None), (1806523, -8.144356499506511, None), (2258315, -8.146086117395072, None), (2258089, -8.1491698915421, None), (1313178, -8.164007749437943, None), (1313181, -8.184823628443796, None), (1548827, -8.20148912021234, None), (1009327, -8.239522253406088, None), (1548867, -8.261861445861964, None), (2331665, -8.269892530921757, None), (803742, -8.32371766375663, None), (1548808, -8.351952282881854, None), (1547690, -8.371466416805628, None), (1548767, -8.380340113450684, None), (1548762, -8.401388168334961, None), (1005335, -8.452670320954974, None), (1548805, -8.487064078665638, None), (2039453, -8.491982935997399, None), (1548817, -8.500750432733446, None), (1794353, -8.502208060184335, None), (506137, -8.541605004935743, None), (471123, -8.542974545742386, None), (1005373, -8.544059794072954, None)]}"
3,"rashed's-
i. bmr 1596.5 calorie
ii. bmi 24.77
iii. needs 3033.35 calories daily
which one is correcty?","i, ii and iii",3,"rashed's-
i. bmr 1596.5 calorie
ii. bmi 24.77
iii. needs 3033.35 calories daily
which one is correcty?","i, ii and iii","['ii', 'correcty', ""rashed's-"", 'iii', 'need', 'bmi', '.', 'i.', 'bmr', 'calorie']","['one', '3033.35', '1596.5', '24.77']",['m'],[],"{'display': [{'head': 'bmr', 'relation': 'relatedto', 'tail': 'basal_metabolic_rate', 'score': 0.75}, {'head': 'superobese', 'relation': 'relatedto', 'tail': 'bmi', 'score': 0.75}, {'head': 'bmr', 'relation': 'relatedto', 'tail': 'basal_metabolic_rate', 'score': 0.75}], 'graph_edges': [(798236, 0.75, None), (1993313, 0.75, None), (2258091, 0.75, None), (1548841, 0.75, None), (1313173, 0.75, None), (1313182, 0.75, None), (1308331, 0.75, None), (1313172, 0.75, None), (1313180, 0.75, None), (1313171, 0.75, None), (1308332, 0.75, None), (1549164, 0.75, None), (1355333, 0.75, None), (1548866, 0.75, None), (1355334, 0.75, None), (2258089, -8.269843902436183, None), (1548824, -8.270355691551176, None), (1313174, -8.303520129152906, None), (1806523, -8.318963042153257, None), (1313179, -8.33819813105314, None), (1548827, -8.371034401032343, None), (1009327, -8.404118601534975, None), (1313178, -8.408819554428622, None), (1548867, -8.418365060433603, None), (803742, -8.474243789094794, None), (1313181, -8.492186815384738, None), (2331659, -8.495690347180549, None), (1548767, -8.510036953730012, None), (1548808, -8.514921360590995, None), (1547690, -8.544938013716676, None), (1004115, -8.54653835957635, None), (2258315, -8.548361965364025, None), (2331665, -8.553455210121768, None), (1548805, -8.56776261996782, None), (1548817, -8.581347915466559, None), (995325, -8.59252841779471, None), (2280207, -8.611246328077966, None), (1005335, -8.614242983017963, None), (2039453, -8.623167037963867, None), (1794353, -8.688527229376852, None)]}"
4,how many macro-nutrients are needed for normal growth of plants?,6,4,how many macro-nutrients are needed for normal growth of plants?,6,"['normal', 'plant', 'macro', 'need', 'growth', 'nutrient', '-']",['6'],['m'],[],"{'display': [{'head': 'macrospore', 'relation': 'relatedto', 'tail': 'plant', 'score': -7.078107528730941}, {'head': 'macrophyte', 'relation': 'relatedto', 'tail': 'plant', 'score': -7.456202297274341}, {'head': 'growth', 'relation': 'relatedto', 'tail': 'plant', 'score': -7.522737733262082}], 'graph_edges': [(1445504, -7.078107528730941, None), (1445255, -7.456202297274341, None), (1236029, -7.522737733262082, None), (1445079, -7.550025528496065, None), (1492331, -7.704887545198085, None), (1236030, -8.768766357731241, None), (1693429, -8.792898581880944, None), (1693297, -8.994488667000503, None), (1235829, -9.051670571267152, None), (1572007, -9.144561899434509, None), (1236096, -9.14773959763623, None), (1949830, -9.182074050115279, None), (1830222, -9.260525854296906, None), (1587018, -9.274870011698118, None), (1235933, -9.315909351007612, None), (2321465, -9.333201403095824, None), (1587073, -9.339918598748229, None), (734274, -9.391784700762344, None), (1680397, -9.394815876672032, None), (1776380, -9.448795996796727, None), (1236040, -9.472386576531505, None), (386439, -9.479362553016697, None), (1236042, -9.517525749523605, None), (1236043, -9.56288474950274, None), (1587017, -9.576917226209973, None), (1680695, -9.578232320391749, None), (1236094, -9.586503818863683, None), (2132890, -9.612896048781579, None), (1134988, -9.62867041918976, None), (1617904, -9.635223450204437, None), (2486785, -9.64065772135186, None), (2123113, -9.652348669103501, None), (1529872, -9.661580442566693, None), (2287139, -9.662880099617116, None), (1693506, -9.664044388052117, None), (734379, -9.683902862895357, None), (1693305, -9.70754651938249, None), (1236036, -9.712306705733765, None), (1586991, -9.733945766643046, None), (662923, -9.738433571876794, None)]}"
4,how many macro-nutrients are needed for normal growth of plants?,10,4,how many macro-nutrients are needed for normal growth of plants?,10,"['normal', 'plant', 'macro', 'need', 'growth', 'nutrient', '-']",['10'],['m'],[],"{'display': [{'head': 'macrospore', 'relation': 'relatedto', 'tail': 'plant', 'score': -6.843761933635067}, {'head': 'macrometabolic', 'relation': 'relatedto', 'tail': 'nutrient', 'score': -7.037193011354765}, {'head': 'macrophyte', 'relation': 'relatedto', 'tail': 'plant', 'score': -7.098312855783083}], 'graph_edges': [(1445504, -6.843761933635067, None), (1445079, -7.037193011354765, None), (1445255, -7.098312855783083, None), (1236029, -7.17876624992843, None), (1492331, -7.296867669193336, None), (1236030, -8.603513643444964, None), (1693297, -8.61622041130484, None), (1693429, -8.63142070717045, None), (1492713, -8.68144797169907, None), (61407, -8.697080473711718, None), (1235829, -8.746052819915468, None), (1830222, -8.797440772061679, None), (1587018, -8.857853755029272, None), (1587073, -8.914616657172829, None), (386439, -8.981937673802618, None), (1235933, -9.039918755812757, None), (1680397, -9.046364260389902, None), (1236042, -9.04965386824409, None), (1949830, -9.096472431855995, None), (1236040, -9.10561580081936, None), (1236094, -9.118857280077576, None), (1587017, -9.15548620908687, None), (1134988, -9.261241912841797, None), (2132890, -9.297510340982399, None), (1236036, -9.30040530951123, None), (1529872, -9.324235071802253, None), (2123113, -9.338194551837445, None), (2132849, -9.34950749562426, None), (1169812, -9.354181730524935, None), (1617904, -9.354605374429926, None), (1993305, -9.365927354548967, None), (734379, -9.37159854395955, None), (2287139, -9.391165401461768, None), (662923, -9.393832743633787, None), (734399, -9.402742479663026, None), (1587031, -9.419286152128219, None), (1992300, -9.441421157262104, None), (2486785, -9.452845057159504, None), (1587024, -9.456695268462425, None), (1617902, -9.462461807974819, None)]}"
4,how many macro-nutrients are needed for normal growth of plants?,16,4,how many macro-nutrients are needed for normal growth of plants?,16,"['normal', 'plant', 'macro', 'need', 'growth', 'nutrient', '-']",['16'],['m'],[],"{'display': [{'head': 'macrospore', 'relation': 'relatedto', 'tail': 'plant', 'score': 0.75}, {'head': 'macrophyte', 'relation': 'relatedto', 'tail': 'plant', 'score': 0.75}, {'head': 'macrometabolic', 'relation': 'relatedto', 'tail': 'nutrient', 'score': 0.75}], 'graph_edges': [(1445504, 0.75, None), (1445255, 0.75, None), (1445079, 0.75, None), (1236029, 0.75, None), (1492331, 0.75, None), (1693429, 0.75, None), (1235829, 0.75, None), (1236030, 0.75, None), (1693297, 0.75, None), (1236096, 0.75, None), (1830222, 0.75, None), (61407, 0.75, None), (1587018, 0.75, None), (1680397, 0.75, None), (1235933, 0.75, None), (2321465, -9.460193533347217, None), (1587073, -9.468392134052488, None), (1870527, -9.486506547425078, None), (1949830, -9.545104279041336, None), (2123113, -9.613880644189676, None), (1236094, -9.614574170159353, None), (1002802, -9.620464562121722, None), (386439, -9.641949851570995, None), (2486785, -9.677476357321844, None), (1680695, -9.724521552427086, None), (734399, -9.739053242745362, None), (1587017, -9.748314928566739, None), (1169812, -9.750119611758196, None), (1693305, -9.7747549777247, None), (1134988, -9.79895179770642, None), (2132890, -9.809922258240228, None), (1236040, -9.812326958747605, None), (1587053, -9.823078699747056, None), (1693474, -9.836756706237793, None), (1993305, -9.850985980699967, None), (1236042, -9.864953237936692, None), (1993302, -9.88126613901575, None), (2287139, -9.908721744306254, None), (1529872, -9.91168106770497, None), (1992300, -9.914478478885831, None)]}"
4,how many macro-nutrients are needed for normal growth of plants?,20,4,how many macro-nutrients are needed for normal growth of plants?,20,"['normal', 'plant', 'macro', 'need', 'growth', 'nutrient', '-']",['20'],['m'],[],"{'display': [{'head': 'macrospore', 'relation': 'relatedto', 'tail': 'plant', 'score': -6.571938691780957}, {'head': 'macrometabolic', 'relation': 'relatedto', 'tail': 'nutrient', 'score': -6.72042680884861}, {'head': 'macrophyte', 'relation': 'relatedto', 'tail': 'plant', 'score': -6.724186477979919}], 'graph_edges': [(1445504, -6.571938691780957, None), (1445079, -6.72042680884861, None), (1445255, -6.724186477979919, None), (1492331, -6.7789806135379385, None), (1236029, -7.014220413581892, None), (1489845, -7.315070382308388, None), (1693297, -8.383724330271738, None), (1235829, -8.417791437319705, None), (1236030, -8.43731473220189, None), (1693271, -8.495575156241497, None), (1693429, -8.542206730026187, None), (1587017, -8.703522348719016, None), (61407, -8.778785592894238, None), (1680397, -8.8371972033247, None), (1870527, -8.853351454074781, None), (1236096, -8.866222933412221, None), (2123113, -8.872921921263115, None), (1529872, -8.874225461694147, None), (1236043, -8.87816333770752, None), (1587031, -8.918356422921665, None), (1235933, -8.926029897347526, None), (386439, -8.95088067414127, None), (1554546, -8.95966025717945, None), (1236042, -9.013159577950667, None), (1776380, -9.017871434268185, None), (1949830, -9.062842967659574, None), (1680695, -9.06374093308642, None), (1002802, -9.140171061909042, None), (734399, -9.147926337350452, None), (1236040, -9.170595207968178, None), (1717838, -9.172266898555614, None), (2321465, -9.189922303744975, None), (2132890, -9.20921222944447, None), (1236094, -9.21778489519602, None), (1236036, -9.22054743583772, None), (1993302, -9.244105737542837, None), (734379, -9.289330652600889, None), (2132849, -9.298789043329183, None), (1134988, -9.327202816559232, None), (1586991, -9.333904896939972, None)]}"
5,which food could be directly absorbed hy human body?,milk,5,which food could be directly absorbed hy human body?,milk,"['absorb', 'hy', 'milk', 'body', 'food', 'human']",[],['m'],[],"{'display': [{'head': 'milk', 'relation': 'relatedto', 'tail': 'human', 'score': -6.294000683756077}, {'head': 'milkful', 'relation': 'relatedto', 'tail': 'food', 'score': -7.187142641737353}, {'head': 'milk', 'relation': 'relatedto', 'tail': 'food', 'score': -7.314171191889221}], 'graph_edges': [(1496957, -6.294000683756077, None), (1497201, -7.187142641737353, None), (1496856, -7.314171191889221, None), (635652, -7.388187795701327, None), (499030, -7.418881643184957, None), (1999334, -7.616945250763016, None), (643513, -8.127442136706438, None), (1496949, -8.178812322060585, None), (1300679, -8.212916970551214, None), (643494, -8.281793693752642, None), (597016, -8.365923460889013, None), (635655, -8.386267819406054, None), (2247839, -8.440006072514864, None), (1497179, -8.470322793614907, None), (1497195, -8.480707302941262, None), (804555, -8.512388165051243, None), (499046, -8.603102011709087, None), (2334540, -8.632898235507076, None), (1496851, -8.633821460354683, None), (2010716, -8.680849625334364, None), (986213, -8.696662191615804, None), (986206, -8.696662191615804, None), (1497273, -8.701868064972821, None), (643464, -8.70281863987189, None), (1496896, -8.735518473093121, None), (448730, -8.746449246062024, None), (1496876, -8.765487717192812, None), (781269, -8.775649821868068, None), (643480, -8.784690176999268, None), (643472, -8.838131659964429, None), (986193, -8.87185524511618, None), (784183, -8.935329690209365, None), (1496787, -8.943506696212104, None), (1496954, -8.956755272777524, None), (1454398, -8.969472010343658, None), (2122920, -9.009637765245396, None), (2235858, -9.041110038881484, None), (781267, -9.096369111563021, None), (643563, -9.113705376259997, None), (1497252, -9.12094234144994, None)]}"
5,which food could be directly absorbed hy human body?,sugar,5,which food could be directly absorbed hy human body?,sugar,"['absorb', 'hy', 'sugar', 'body', 'food', 'human']",[],['m'],[],"{'display': [{'head': 'sugar', 'relation': 'relatedto', 'tail': 'food', 'score': -7.094310814123166}, {'head': 'sugar', 'relation': 'relatedto', 'tail': 'grains', 'score': -7.506151912794839}, {'head': 'absorbedly', 'relation': 'relatedto', 'tail': 'absorb', 'score': -7.6924863432904305}], 'graph_edges': [(1985790, -7.094310814123166, None), (1985802, -7.506151912794839, None), (643513, -7.6924863432904305, None), (643494, -7.727764279951314, None), (99941, -7.82679233877123, None), (2334540, -7.8302833020698035, None), (597016, -7.9157989330265375, None), (1747089, -7.940529567732765, None), (1300679, -8.147386574288277, None), (853516, -8.173717082151532, None), (643480, -8.279665758935195, None), (1214383, -8.33654097404051, None), (853500, -8.39742462837832, None), (781269, -8.403266694263962, None), (1985798, -8.405246110562231, None), (853524, -8.413444692598324, None), (2010716, -8.463496601715672, None), (456337, -8.510114529876745, None), (1986168, -8.566042351485136, None), (1986169, -8.566042351485136, None), (2482106, -8.587089318407129, None), (1986216, -8.667357498387114, None), (1985920, -8.680554882715395, None), (2235858, -8.70079600442486, None), (1985762, -8.722802565074657, None), (643553, -8.724180097580309, None), (643591, -8.73918667475035, None), (643571, -8.748704115827783, None), (643563, -8.749350821024715, None), (1986213, -8.891045235862691, None), (1986212, -8.891045235862691, None), (565997, -8.909823866958446, None), (675904, -8.96539258885088, None), (781267, -8.969685127257657, None), (1984994, -8.980774135459605, None), (643453, -8.983625580463384, None), (1070424, -9.004853185848747, None), (643526, -9.158890106635862, None), (2418702, -9.165054566028166, None), (1986193, -9.1768217086792, None)]}"
