qid,question,answer,qid.1,question.1,answer.1,concepts,numbers,units,relations,cn_result
280,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
e plant is-
i. spinach
ii. maize
iii. potato
which one is correct?","i, ii and iii",280,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
e plant is-
i. spinach
ii. maize
iii. potato
which one is correct?","i, ii and iii","['ii', '.', 'acid', 'correct', 'co_2', 'maize', 'e', 'compound', 'plant', 'potato', 'iii', 'f', 'phosphoglyceric', 'reduction', 'stable', 'i.', 'oxaloacetic', 'spinach']","['first', 'one']",['m'],[],"{'display': [{'head': 'f', 'relation': 'relatedto', 'tail': 'fluorine', 'score': -3.5708474426731875}, {'head': 'c', 'relation': 'relatedto', 'tail': 'deoxycytidine_monophosphate', 'score': -3.6956297551851662}, {'head': 't', 'relation': 'relatedto', 'tail': 'deoxythymidine_monophosphate', 'score': -3.7384099777388586}], 'graph_edges': [(2301511, -3.5708474426731875, None), (2263685, -3.6956297551851662, None), (2421291, -3.7384099777388586, None), (2311308, -3.9152667029885855, None), (409048, -3.9805381757902603, None), (1627263, -4.23297288684817, None), (853624, -4.321810655029231, None), (2293987, -4.330696979307442, None), (2421289, -4.411502724232234, None), (720167, -4.508527004323528, None), (638448, -4.563540879424829, None), (461241, -4.6479997634887695, None), (228535, -4.664886571088517, None), (409046, -4.760942409134431, None), (627766, -4.86921266440437, None), (2372836, -4.888025698639844, None), (2367741, -5.098720297301728, None), (2263683, -5.103496408462525, None), (1587722, -5.134279884263625, None), (337590, -5.150609693344628, None), (2263679, -5.21928231284004, None), (337591, -5.62944313051519, None), (2263686, -5.744831011246133, None)]}"
281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?",i and ii,281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?",i and ii,"['ii', 'e.', 'acid', 'correct', 'production', 'f.\niii', 'applicable', 'f.', 'co_2', 'carbohydrate', 'e', 'compound', 'simultaneoulsy', 'plant', 'planht', 'iii', 'cycle', 'c_3', 'f', 'reduction', 'phosphoglyceric', 'stable', 'produce', 'i.', 'oxaloacetic', 'c_4', 'happen']","['first', 'one']",['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'acid', 'score': 0.0}, {'head': 'chemical_symbol_for_phosphorous', 'relation': 'isa', 'tail': 'p', 'score': 0.0}, {'head': 'h', 'relation': 'relatedto', 'tail': 'hydrogen', 'score': 0.0}], 'graph_edges': [(638448, 0.0, None), (409048, 0.0, None), (2322369, 0.0, None), (2263675, 0.0, None), (2301511, 0.0, None), (755045, 0.0, None), (837703, 0.0, None), (1627263, 0.0, None), (2293987, 0.0, None), (228535, 0.0, None), (2372836, 0.0, None), (853624, 0.0, None), (409046, 0.0, None), (2263679, 0.0, None), (2367741, 0.0, None), (2263683, -4.726445007324219, None), (337590, -4.906166780344573, None), (337591, -5.315943067404315, None)]}"
281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?",i and iii,281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?",i and iii,"['ii', 'e.', 'acid', 'correct', 'production', 'f.\niii', 'applicable', 'f.', 'co_2', 'carbohydrate', 'e', 'compound', 'simultaneoulsy', 'plant', 'planht', 'iii', 'cycle', 'c_3', 'f', 'reduction', 'phosphoglyceric', 'stable', 'produce', 'i.', 'oxaloacetic', 'c_4', 'happen']","['first', 'one']",['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'acid', 'score': 0.0}, {'head': 'chemical_symbol_for_phosphorous', 'relation': 'isa', 'tail': 'p', 'score': 0.0}, {'head': 'h', 'relation': 'relatedto', 'tail': 'hydrogen', 'score': 0.0}], 'graph_edges': [(638448, 0.0, None), (409048, 0.0, None), (2322369, 0.0, None), (2263675, 0.0, None), (2301511, 0.0, None), (755045, 0.0, None), (837703, 0.0, None), (1627263, 0.0, None), (2293987, 0.0, None), (228535, 0.0, None), (853624, 0.0, None), (2372836, 0.0, None), (409046, 0.0, None), (2263679, 0.0, None), (2367741, 0.0, None), (2263683, -4.65787947177887, None), (337590, -4.846800963443721, None), (337591, -5.247189114419183, None)]}"
281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?",ii and iii,281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?",ii and iii,"['ii', 'e.', 'acid', 'correct', 'production', 'f.\niii', 'applicable', 'f.', 'co_2', 'carbohydrate', 'e', 'compound', 'simultaneoulsy', 'plant', 'planht', 'iii', 'cycle', 'c_3', 'f', 'reduction', 'phosphoglyceric', 'stable', 'produce', 'i.', 'oxaloacetic', 'c_4', 'happen']","['first', 'one']",['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'acid', 'score': 0.0}, {'head': 'chemical_symbol_for_phosphorous', 'relation': 'isa', 'tail': 'p', 'score': 0.0}, {'head': 'h', 'relation': 'relatedto', 'tail': 'hydrogen', 'score': 0.0}], 'graph_edges': [(638448, 0.0, None), (409048, 0.0, None), (2322369, 0.0, None), (2301511, 0.0, None), (755045, 0.0, None), (837703, 0.0, None), (2293987, 0.0, None), (1627263, 0.0, None), (228535, 0.0, None), (853624, 0.0, None), (2372836, 0.0, None), (409046, 0.0, None), (2263679, 0.0, None), (2367741, 0.0, None), (2263683, 0.0, None), (337590, -4.791595423308188, None), (337591, -5.186918445860811, None)]}"
281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?","i, ii and iii",281,"e plant: phosphoglyceric acid is the first stable compound of co_2 reduction.
f plant: oxaloacetic acid is the first stable compound of co_2 reduction.
which one is applicable for e and f planht?
i. more carbohydrate is produced in plant e.
ii. c_3 and c_4 cycle is happened simultaneoulsy in plant f.
iii. the production of plant e is less than plant f.
which one is correct?","i, ii and iii","['ii', 'e.', 'acid', 'correct', 'production', 'f.\niii', 'applicable', 'f.', 'co_2', 'carbohydrate', 'e', 'compound', 'simultaneoulsy', 'plant', 'planht', 'iii', 'cycle', 'c_3', 'f', 'reduction', 'phosphoglyceric', 'stable', 'produce', 'i.', 'oxaloacetic', 'c_4', 'happen']","['first', 'one']",['m'],[],"{'display': [{'head': 'chemical_symbol_for_phosphorous', 'relation': 'isa', 'tail': 'p', 'score': 0.0}, {'head': 'f', 'relation': 'relatedto', 'tail': 'e', 'score': 0.0}, {'head': 'f', 'relation': 'relatedto', 'tail': 'e', 'score': 0.0}], 'graph_edges': [(409048, 0.0, None), (1122767, 0.0, None), (1122774, 0.0, None), (1559246, 0.0, None), (638448, 0.0, None), (2322369, 0.0, None), (755045, 0.0, None), (2301511, 0.0, None), (1627263, 0.0, None), (837703, 0.0, None), (228535, 0.0, None), (2293987, 0.0, None), (837704, 0.0, None), (2372836, 0.0, None), (853624, 0.0, None), (409046, -4.6141010731827, None), (2263679, -4.635583264882528, None), (2367741, -4.675956384821753, None), (2263683, -4.885102009773255, None), (337590, -4.996438409570445, None), (337591, -5.33723996286077, None)]}"
282,tunica media is made of what?,voluntary muscle,282,tunica media is made of what?,voluntary muscle,"['muscle', 'voluntary', 'tunica', 'media']",[],['m'],['made of'],"{'display': [{'head': 'm', 'relation': 'partof', 'tail': 'alphabet', 'score': -11.23610782623291}, {'head': 'medial_s', 'relation': 'relatedto', 'tail': 's', 'score': -11.481707860743006}, {'head': 'u', 'relation': 'partof', 'tail': 'alphabet', 'score': -11.688933558645006}], 'graph_edges': [(626459, -11.23610782623291, None), (1472965, -11.481707860743006, None), (631531, -11.688933558645006, None), (622582, -12.612584068091381, None), (1442875, -14.043296813964844, None)]}"
282,tunica media is made of what?,simple eptihelia tissue,282,tunica media is made of what?,simple eptihelia tissue,"['media', 'tunica', 'simple', 'tissue', 'eptihelia']",[],['m'],['made of'],"{'display': [{'head': 'medial_s', 'relation': 'relatedto', 'tail': 's', 'score': -11.173234939575195}, {'head': 'm', 'relation': 'relatedto', 'tail': 'medium', 'score': -13.763725948333741}], 'graph_edges': [(1472965, -11.173234939575195, None), (1442875, -13.763725948333741, None)]}"
282,tunica media is made of what?,fibrous connective tissue,282,tunica media is made of what?,fibrous connective tissue,"['fibrous', 'media', 'tunica', 'connective', 'tissue']",[],['m'],['made of'],"{'display': [{'head': 'm', 'relation': 'relatedto', 'tail': 'medium', 'score': -10.167628288269043}, {'head': 'medial_s', 'relation': 'relatedto', 'tail': 's', 'score': -14.388122081756592}], 'graph_edges': [(1442875, -10.167628288269043, None), (1472965, -14.388122081756592, None)]}"
282,tunica media is made of what?,circular involuntary muscle,282,tunica media is made of what?,circular involuntary muscle,"['involuntary', 'media', 'circular', 'tunica', 'muscle']",[],['m'],['made of'],"{'display': [{'head': 'm_shaped', 'relation': 'relatedto', 'tail': 'm', 'score': -11.12453842163086}, {'head': 'medial_s', 'relation': 'relatedto', 'tail': 's', 'score': -12.717368130544335}, {'head': 'm', 'relation': 'relatedto', 'tail': 'medium', 'score': -13.20849199295044}], 'graph_edges': [(1442912, -11.12453842163086, None), (1472965, -12.717368130544335, None), (1442875, -13.20849199295044, None), (622582, -13.49208252616329, None)]}"
283,what is the main component of chlorophyll?,ca and fe,283,what is the main component of chlorophyll?,ca and fe,"['chlorophyll', 'main', 'component', 'fe']",[],['m'],[],"{'display': [{'head': 'h', 'relation': 'relatedto', 'tail': 'hydrogen', 'score': -10.703276037767152}, {'head': 'chemical_symbol_for_hydrogen', 'relation': 'isa', 'tail': 'h', 'score': -11.263425827026367}, {'head': 'carbon', 'relation': 'relatedto', 'tail': 'c', 'score': -11.617467349342549}], 'graph_edges': [(2322369, -10.703276037767152, None), (409046, -11.263425827026367, None), (853624, -11.617467349342549, None), (2301511, -11.98973415919064, None), (2263683, -12.844222068786621, None)]}"
283,what is the main component of chlorophyll?,mg and n,283,what is the main component of chlorophyll?,mg and n,"['chlorophyll', 'main', 'component', 'mg']",[],['m'],[],"{'display': [{'head': 'n', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': -7.962633894485773}, {'head': 'h', 'relation': 'relatedto', 'tail': 'hydrogen', 'score': -9.897872924804688}, {'head': 'p', 'relation': 'relatedto', 'tail': 'phosphorus', 'score': -11.880062851409178}], 'graph_edges': [(2362376, -7.962633894485773, None), (2322369, -9.897872924804688, None), (2372836, -11.880062851409178, None), (2263683, -12.096546268463134, None)]}"
283,what is the main component of chlorophyll?,fe and k,283,what is the main component of chlorophyll?,fe and k,"['chlorophyll', 'main', 'component', 'fe']",[],['m'],[],"{'display': [{'head': 'p', 'relation': 'relatedto', 'tail': 'phosphorus', 'score': -9.986734390258789}, {'head': 'carbon', 'relation': 'relatedto', 'tail': 'c', 'score': -10.735975009396952}, {'head': 'chemical_symbol_for_hydrogen', 'relation': 'isa', 'tail': 'h', 'score': -11.129793747069648}], 'graph_edges': [(2372836, -9.986734390258789, None), (853624, -10.735975009396952, None), (409046, -11.129793747069648, None), (2322369, -11.416938929622685, None), (2301511, -11.773942216527225, None), (2263683, -12.16038236618042, None)]}"
283,what is the main component of chlorophyll?,na and mg,283,what is the main component of chlorophyll?,na and mg,"['chlorophyll', 'component', 'main', 'na']",[],['m'],[],"{'display': [{'head': 'n', 'relation': 'relatedto', 'tail': 'nitrogen', 'score': -9.1692476272583}, {'head': 'chemical_symbol_for_hydrogen', 'relation': 'isa', 'tail': 'h', 'score': -11.345956871512824}, {'head': 'p', 'relation': 'relatedto', 'tail': 'phosphorus', 'score': -11.83543193707247}], 'graph_edges': [(2362376, -9.1692476272583, None), (409046, -11.345956871512824, None), (2372836, -11.83543193707247, None), (2263683, -12.345425224304199, None)]}"
284,stroma is the part of which?,cell wall,284,stroma is the part of which?,cell wall,"['stroma', 'cell', 'wall']",[],['m'],['part of'],"{'display': [{'head': 'str', 'relation': 'relatedto', 'tail': 'm', 'score': -10.01868724822998}, {'head': 'c', 'relation': 'relatedto', 'tail': 'cytosine', 'score': -12.552429664383158}, {'head': 'decemvirate', 'relation': 'relatedto', 'tail': 'c', 'score': -13.293356898927065}], 'graph_edges': [(1971404, -10.01868724822998, None), (2263684, -12.552429664383158, None), (996779, -13.293356898927065, None), (621327, -13.624897226259453, None), (2263686, -14.772371006011964, None)]}"
284,stroma is the part of which?,chloroplast,284,stroma is the part of which?,chloroplast,"['stroma', 'chloroplast']",[],['m'],['part of'],"{'display': [{'head': 'sigmoid', 'relation': 'relatedto', 'tail': 'c', 'score': -10.621042251586914}, {'head': 'storativity', 'relation': 'relatedto', 'tail': 's', 'score': -11.680012293909037}, {'head': 'c', 'relation': 'relatedto', 'tail': 'vitamin_c', 'score': -14.717155075073242}], 'graph_edges': [(1900865, -10.621042251586914, None), (1970410, -11.680012293909037, None), (2263686, -14.717155075073242, None)]}"
284,stroma is the part of which?,mitochondria,284,stroma is the part of which?,mitochondria,"['stroma', 'mitochondria']",[],['m'],['part of'],"{'display': [{'head': 'c', 'relation': 'relatedto', 'tail': 'cytosine', 'score': -10.066220719350492}, {'head': 'c', 'relation': 'relatedto', 'tail': 'vitamin_c', 'score': -11.329904556274414}, {'head': 'str', 'relation': 'relatedto', 'tail': 'm', 'score': -11.897806358337403}], 'graph_edges': [(2263684, -10.066220719350492, None), (2263686, -11.329904556274414, None), (1971404, -11.897806358337403, None), (2421291, -14.454412859270871, None)]}"
284,stroma is the part of which?,ribsome,284,stroma is the part of which?,ribsome,"['ribsome', 'stroma']",[],['m'],['part of'],"{'display': [{'head': 'medial_s', 'relation': 'relatedto', 'tail': 's', 'score': -11.00545728191581}, {'head': 's', 'relation': 'relatedto', 'tail': 'sulfur', 'score': -11.125768661499023}, {'head': 'b', 'relation': 'partof', 'tail': 'alphabet', 'score': -11.129967476100948}], 'graph_edges': [(1472965, -11.00545728191581, None), (2398965, -11.125768661499023, None), (620392, -11.129967476100948, None), (1970410, -11.313635286944383, None), (623000, -11.391891909255625, None), (626459, -11.768774524256116, None), (629428, -12.413587287370467, None), (1971404, -12.697219276428223, None), (627766, -13.41748175972791, None)]}"
285,what will happen if the grapes are soaked into honey?,external osmosis,285,what will happen if the grapes are soaked into honey?,external osmosis,"['soak', 'external', 'honey', 'grape', 'osmosis', 'happen']",[],['m'],[],"{'display': [{'head': 'honey_oil', 'relation': 'relatedto', 'tail': 'k', 'score': -9.423517227172852}], 'graph_edges': [(2328380, -9.423517227172852, None)]}"
285,what will happen if the grapes are soaked into honey?,internal osmosis,285,what will happen if the grapes are soaked into honey?,internal osmosis,"['soak', 'internal', 'honey', 'grape', 'osmosis', 'happen']",[],['m'],[],"{'display': [{'head': 'honey_oil', 'relation': 'relatedto', 'tail': 'k', 'score': -9.271026611328125}], 'graph_edges': [(2328380, -9.271026611328125, None)]}"
285,what will happen if the grapes are soaked into honey?,imbibition,285,what will happen if the grapes are soaked into honey?,imbibition,"['soak', 'honey', 'grape', 'happen', 'imbibition']",[],['m'],[],"{'display': [{'head': 'honey_oil', 'relation': 'relatedto', 'tail': 'k', 'score': -8.825305938720703}], 'graph_edges': [(2328380, -8.825305938720703, None)]}"
285,what will happen if the grapes are soaked into honey?,diffusion,285,what will happen if the grapes are soaked into honey?,diffusion,"['soak', 'honey', 'grape', 'diffusion', 'happen']",[],[],[],"{'display': [{'head': 'honey_oil', 'relation': 'relatedto', 'tail': 'k', 'score': -9.136417388916016}], 'graph_edges': [(2328380, -9.136417388916016, None)]}"
286,which food will increase the acidity of urine if it is taken excessively?,fish,286,which food will increase the acidity of urine if it is taken excessively?,fish,"['take', 'urine', 'food', 'fish', 'increase', 'acidity']",[],[],[],"{'display': [], 'graph_edges': []}"
286,which food will increase the acidity of urine if it is taken excessively?,rice,286,which food will increase the acidity of urine if it is taken excessively?,rice,"['take', 'rice', 'urine', 'food', 'increase', 'acidity']",[],[],[],"{'display': [], 'graph_edges': []}"
286,which food will increase the acidity of urine if it is taken excessively?,butter,286,which food will increase the acidity of urine if it is taken excessively?,butter,"['take', 'urine', 'acidity', 'food', 'increase', 'butter']",[],[],[],"{'display': [], 'graph_edges': []}"
286,which food will increase the acidity of urine if it is taken excessively?,mango,286,which food will increase the acidity of urine if it is taken excessively?,mango,"['take', 'urine', 'mango', 'food', 'increase', 'acidity']",[],['m'],[],"{'display': [{'head': 'super_acid', 'relation': 'relatedto', 'tail': 'k', 'score': -8.819129943847656}], 'graph_edges': [(2419312, -8.819129943847656, None)]}"
287,which science does deal with the technology and industry of medicine?,forestry,287,which science does deal with the technology and industry of medicine?,forestry,"['forestry', 'science', 'industry', 'medicine', 'technology', 'deal']",[],['m'],[],"{'display': [], 'graph_edges': []}"
287,which science does deal with the technology and industry of medicine?,pharmacy,287,which science does deal with the technology and industry of medicine?,pharmacy,"['science', 'industry', 'pharmacy', 'medicine', 'technology', 'deal']",[],['m'],[],"{'display': [], 'graph_edges': []}"
287,which science does deal with the technology and industry of medicine?,biotechnology,287,which science does deal with the technology and industry of medicine?,biotechnology,"['medicine', 'science', 'industry', 'biotechnology', 'technology', 'deal']",[],['m'],[],"{'display': [], 'graph_edges': []}"
287,which science does deal with the technology and industry of medicine?,medical science,287,which science does deal with the technology and industry of medicine?,medical science,"['science', 'industry', 'medical', 'medicine', 'technology', 'deal']",[],['m'],[],"{'display': [], 'graph_edges': []}"
288,"due to the constipation, pragya started to take special  food on the advice of the doctor.
what could be the food pragya can take?",fish,288,"due to the constipation, pragya started to take special  food on the advice of the doctor.
what could be the food pragya can take?",fish,"['doctor', 'start', 'special', 'pragya', 'food', 'advice', 'constipation', 'fish']",[],[],[],"{'display': [], 'graph_edges': []}"
288,"due to the constipation, pragya started to take special  food on the advice of the doctor.
what could be the food pragya can take?",meat,288,"due to the constipation, pragya started to take special  food on the advice of the doctor.
what could be the food pragya can take?",meat,"['doctor', 'meat', 'start', 'special', 'pragya', 'advice', 'constipation', 'food']",[],['m'],[],"{'display': [], 'graph_edges': []}"
288,"due to the constipation, pragya started to take special  food on the advice of the doctor.
what could be the food pragya can take?",rice,288,"due to the constipation, pragya started to take special  food on the advice of the doctor.
what could be the food pragya can take?",rice,"['rice', 'doctor', 'start', 'special', 'pragya', 'advice', 'constipation', 'food']",[],[],[],"{'display': [], 'graph_edges': []}"
288,"due to the constipation, pragya started to take special  food on the advice of the doctor.
what could be the food pragya can take?",vegetable,288,"due to the constipation, pragya started to take special  food on the advice of the doctor.
what could be the food pragya can take?",vegetable,"['doctor', 'vegetable', 'start', 'special', 'pragya', 'advice', 'constipation', 'food']",[],[],[],"{'display': [], 'graph_edges': []}"
289,"due to the constipation, pragya started to take special  food on the advice of the doctor.
the element of the food pragya has taken is-
i. cellulose
ii. lignin
iii. starch
which one is correct?",i and ii,289,"due to the constipation, pragya started to take special  food on the advice of the doctor.
the element of the food pragya has taken is-
i. cellulose
ii. lignin
iii. starch
which one is correct?",i and ii,"['ii', 'lignin', '.', 'correct', 'special', 'take', 'lignin\niii', 'advice', 'constipation', 'food', 'iii', 'doctor', 'cellulose', 'start', 'i.', 'pragya', 'starch', 'element']",['one'],['m'],[],"{'display': [{'head': 'p', 'relation': 'hascontext', 'tail': 'medicine', 'score': -8.536371231079102}, {'head': 'd', 'relation': 'relatedto', 'tail': 'vitamin_d', 'score': -9.013811880977842}, {'head': 'p', 'relation': 'partof', 'tail': 'alphabet', 'score': -12.06058282852173}], 'graph_edges': [(233745, -8.536371231079102, None), (2282999, -9.013811880977842, None), (628052, -12.06058282852173, None)]}"
289,"due to the constipation, pragya started to take special  food on the advice of the doctor.
the element of the food pragya has taken is-
i. cellulose
ii. lignin
iii. starch
which one is correct?",i and iii,289,"due to the constipation, pragya started to take special  food on the advice of the doctor.
the element of the food pragya has taken is-
i. cellulose
ii. lignin
iii. starch
which one is correct?",i and iii,"['ii', 'lignin', '.', 'correct', 'special', 'take', 'lignin\niii', 'advice', 'constipation', 'food', 'iii', 'doctor', 'cellulose', 'start', 'i.', 'pragya', 'starch', 'element']",['one'],['m'],[],"{'display': [{'head': 'p', 'relation': 'hascontext', 'tail': 'medicine', 'score': -8.581186417818964}, {'head': 'd', 'relation': 'relatedto', 'tail': 'vitamin_d', 'score': -8.936813354492188}, {'head': 'p', 'relation': 'partof', 'tail': 'alphabet', 'score': -12.075703144073486}], 'graph_edges': [(233745, -8.581186417818964, None), (2282999, -8.936813354492188, None), (628052, -12.075703144073486, None)]}"
289,"due to the constipation, pragya started to take special  food on the advice of the doctor.
the element of the food pragya has taken is-
i. cellulose
ii. lignin
iii. starch
which one is correct?",ii and iii,289,"due to the constipation, pragya started to take special  food on the advice of the doctor.
the element of the food pragya has taken is-
i. cellulose
ii. lignin
iii. starch
which one is correct?",ii and iii,"['ii', 'lignin', '.', 'correct', 'special', 'take', 'lignin\niii', 'advice', 'constipation', 'food', 'iii', 'doctor', 'cellulose', 'start', 'i.', 'pragya', 'starch', 'element']",['one'],['m'],[],"{'display': [{'head': 'p', 'relation': 'hascontext', 'tail': 'medicine', 'score': -8.506902716110282}, {'head': 'd', 'relation': 'relatedto', 'tail': 'vitamin_d', 'score': -8.912057876586914}, {'head': 'p', 'relation': 'partof', 'tail': 'alphabet', 'score': -12.049447154998779}], 'graph_edges': [(233745, -8.506902716110282, None), (2282999, -8.912057876586914, None), (628052, -12.049447154998779, None)]}"
289,"due to the constipation, pragya started to take special  food on the advice of the doctor.
the element of the food pragya has taken is-
i. cellulose
ii. lignin
iii. starch
which one is correct?","i, ii and iii",289,"due to the constipation, pragya started to take special  food on the advice of the doctor.
the element of the food pragya has taken is-
i. cellulose
ii. lignin
iii. starch
which one is correct?","i, ii and iii","['ii', 'lignin', '.', 'correct', 'special', 'take', 'lignin\niii', 'advice', 'constipation', 'food', 'iii', 'doctor', 'cellulose', 'start', 'i.', 'pragya', 'starch', 'element']",['one'],['m'],[],"{'display': [{'head': 'i', 'relation': 'relatedto', 'tail': 'iodine', 'score': -8.795267105102539}, {'head': 'c', 'relation': 'relatedto', 'tail': 'vitamin_c', 'score': -9.375464857571032}, {'head': 'p', 'relation': 'hascontext', 'tail': 'medicine', 'score': -9.495947153661028}], 'graph_edges': [(2331009, -8.795267105102539, None), (2263686, -9.375464857571032, None), (233745, -9.495947153661028, None), (2282999, -11.27743150719602, None), (628052, -12.083542251586914, None)]}"
290,what is the percentage of carbon dioxide in water?,0.30%,290,what is the percentage of carbon dioxide in water?,0.30%,"['water', '%', 'carbon', 'dioxide', 'percentage']",['0.30'],[],[],"{'display': [{'head': 'carbon', 'relation': 'relatedto', 'tail': 'c', 'score': -7.584567959723293}, {'head': 'c', 'relation': 'relatedto', 'tail': 'carbon', 'score': -7.823615264892578}, {'head': 'chemical_symbol_of_carbon', 'relation': 'hasproperty', 'tail': 'c', 'score': -8.916200637817383}], 'graph_edges': [(853624, -7.584567959723293, None), (2263683, -7.823615264892578, None), (337590, -8.916200637817383, None)]}"
290,what is the percentage of carbon dioxide in water?,0.03%,290,what is the percentage of carbon dioxide in water?,0.03%,"['water', '%', 'carbon', 'dioxide', 'percentage']",['0.03'],[],[],"{'display': [{'head': 'carbon', 'relation': 'relatedto', 'tail': 'c', 'score': -7.724990624759436}, {'head': 'c', 'relation': 'relatedto', 'tail': 'carbon', 'score': -7.950332212448121}, {'head': 'chemical_symbol_of_carbon', 'relation': 'hasproperty', 'tail': 'c', 'score': -8.928773880004883}], 'graph_edges': [(853624, -7.724990624759436, None), (2263683, -7.950332212448121, None), (337590, -8.928773880004883, None)]}"
290,what is the percentage of carbon dioxide in water?,0.00%,290,what is the percentage of carbon dioxide in water?,0.00%,"['water', '%', 'carbon', 'dioxide', 'percentage']",['0.00'],[],[],"{'display': [{'head': 'carbon', 'relation': 'relatedto', 'tail': 'c', 'score': -7.891405254109365}, {'head': 'c', 'relation': 'relatedto', 'tail': 'carbon', 'score': -8.141166687011719}, {'head': 'chemical_symbol_of_carbon', 'relation': 'hasproperty', 'tail': 'c', 'score': -9.085649490356445}], 'graph_edges': [(853624, -7.891405254109365, None), (2263683, -8.141166687011719, None), (337590, -9.085649490356445, None)]}"
290,what is the percentage of carbon dioxide in water?,0.00%,290,what is the percentage of carbon dioxide in water?,0.00%,"['water', '%', 'carbon', 'dioxide', 'percentage']",['0.00'],[],[],"{'display': [{'head': 'carbon', 'relation': 'relatedto', 'tail': 'c', 'score': -7.891405254109365}, {'head': 'c', 'relation': 'relatedto', 'tail': 'carbon', 'score': -8.141166687011719}, {'head': 'chemical_symbol_of_carbon', 'relation': 'hasproperty', 'tail': 'c', 'score': -9.085649490356445}], 'graph_edges': [(853624, -7.891405254109365, None), (2263683, -8.141166687011719, None), (337590, -9.085649490356445, None)]}"
291,the first stable substance of which plant is phosphoglyceric acid?,sugarcanes,291,the first stable substance of which plant is phosphoglyceric acid?,sugarcanes,"['substance', 'sugarcane', 'phosphoglyceric', 'acid', 'plant', 'stable']",['first'],[],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'deoxyadenosine_monophosphate', 'score': 0.0}, {'head': 'a', 'relation': 'relatedto', 'tail': 'acid', 'score': 0.0}, {'head': 'chemical_symbol_for_phosphorous', 'relation': 'isa', 'tail': 'p', 'score': 0.0}], 'graph_edges': [(2234990, 0.0, None), (638448, 0.0, None), (409048, 0.0, None), (2372836, 0.0, None), (2311308, 0.0, None)]}"
291,the first stable substance of which plant is phosphoglyceric acid?,maize,291,the first stable substance of which plant is phosphoglyceric acid?,maize,"['substance', 'maize', 'phosphoglyceric', 'acid', 'plant', 'stable']",['first'],['m'],[],"{'display': [{'head': 'a', 'relation': 'relatedto', 'tail': 'deoxyadenosine_monophosphate', 'score': -9.783595085144043}, {'head': 'a', 'relation': 'relatedto', 'tail': 'acid', 'score': -10.637523968314852}, {'head': 'chemical_symbol_for_phosphorous', 'relation': 'isa', 'tail': 'p', 'score': -11.663661548140777}], 'graph_edges': [(2234990, -9.783595085144043, None), (638448, -10.637523968314852, None), (409048, -11.663661548140777, None), (2311308, -11.910403868306108, None), (2372836, -12.787126636505127, None)]}"
